"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Dream Hunt Resort","3.5","11","9192 LA-1","Alexandria","Louisiana","US","http://www.dreamhuntresort.com/","(318) 253-2390","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dream%20Hunt%20Resort&query_place_id=ChIJq6WxehU3JYYRoBhD9Ss1Ti0","Hunting area"
"Limitless Waterfowl Outfitters","4.3","41","163 Gasquet Ln","Venice","Louisiana","US","http://limitless-waterfowl.com/","(504) 201-8799","Hunting area","Fishing charter","Hunting club","Hunting preserve",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Limitless%20Waterfowl%20Outfitters&query_place_id=ChIJ1chLvFUGn4gR_K82sa4OnPI","Hunting area"
"Louisiana Outfitters Waterfowl Lodge","5","9","20301 US-90","Iowa","Louisiana","US","https://louisianaoutfitters.net/","(337) 302-2320","Hunting club","Fishing charter","Lodge",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Louisiana%20Outfitters%20Waterfowl%20Lodge&query_place_id=ChIJsXNotUJ7O4YRuq3jgv8sAqY","Hunting club"
"Bin There Hunting","4.6","14","16522 Faul Rd","Welsh","Louisiana","US","https://bintherehunting.com/","(337) 438-4868","Hunting area","Hunting club","Hunting preserve","Indoor lodging","Shooting range","Skeet shooting range",,,,,,"https://www.google.com/maps/search/?api=1&query=Bin%20There%20Hunting&query_place_id=ChIJdx0yYIlmO4YR6sK4Zd99hrc","Hunting area"
"Cajun Wildlife Adventures","3.2","19","502 Hollier Rd","Duson","Louisiana","US","http://cajunhunt.com/","(337) 873-9752","Hunting area","Hunting club","Hunting preserve","Lodging",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cajun%20Wildlife%20Adventures&query_place_id=ChIJ311RgKqSPIYR55ByMXpvblY","Hunting area"
"sportsman charters, llc","4.7","14","12503 LA-91","Gueydan","Louisiana","US","http://sportsmanchartersllc.com/contact.html","(337) 912-5966","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=sportsman%20charters%2C%20llc&query_place_id=ChIJA8WKZZatPIYRn_TznM2WuTo","Hunting preserve"
"Land Of Lakes Plantation","5","1","1185, Land of Lks Rd","Ville Platte","LA","US",,"(319) 269-3525","Hunting area","Hunting club","Hunting preserve","Lodge","Log cabins","Mountain cabin",,,,,,"https://www.google.com/maps/search/?api=1&query=Land%20Of%20Lakes%20Plantation&query_place_id=ChIJydk2wy3XJIYRbh0feFXNXFE","Hunting area"
"Megabucks Duck Guides","3.4","37","15228 Kilbourne Hwy","Jones","Louisiana","US","http://johnnywink.com/","(318) 669-3757","Hunting area","Hunting club","Hunting store","Lodge",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Megabucks%20Duck%20Guides&query_place_id=ChIJKQFvLFKZLoYRaP6hjFoJNyg","Hunting area"
"Grand Coteau Plantation","3.8","5","2480 LA-1","Raceland","Louisiana","US","http://www.grandcoteauplantation.com/","(985) 448-1106","Hunting area","Shooting range",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Grand%20Coteau%20Plantation&query_place_id=ChIJG0EkIeAYIYYRsfXhJhJ20hg","Hunting area"
"Mexico Trophy Hunting","5","1","13087 US-190 W","Hammond","Louisiana","US","https://www.mexicotrophyhunt.com/","(985) 630-2006","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mexico%20Trophy%20Hunting&query_place_id=ChIJ48CUQTkUJ4YR5U1tDN3h1Xk","Hunting area"
"Deer Dynasty Ranch","5","4","19155 Bull Run Rd","Springfield","Louisiana","US",,,"Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deer%20Dynasty%20Ranch&query_place_id=ChIJm7FFu4PXJoYRzpuQ-Fa2L1U","Hunting club"
"Dry Creek Ranch- Quail Hunting, Pheasant Hunting, Chukar Hunting And Red Stag Hunting In Louisiana","5","23","1925 Lapoint Kingrey Rd","Ragley","Louisiana","US","https://www.drycreekhunt.com/","(337) 515-3666","Hunting area","Fishing camp","Hunting preserve","Hunting club","Lodge",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dry%20Creek%20Ranch-%20Quail%20Hunting%2C%20Pheasant%20Hunting%2C%20Chukar%20Hunting%20And%20Red%20Stag%20Hunting%20In%20Louisiana&query_place_id=ChIJf5HA9lCnO4YROD19THaBPuA","Hunting area"
"Martin's Louisiana Alligator Hunts","4.9","15","1690 Irish Bend Rd","Franklin","Louisiana","US","http://www.huntgators.com/","(337) 247-2060","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martin's%20Louisiana%20Alligator%20Hunts&query_place_id=ChIJkVMcx0jrI4YR7KBmORIj-7A","Hunting club"
"Southern Outfitters","4.8","28","5460 Main St SuiteA","Zachary","Louisiana","US","https://southernoutfittersla.com/","(225) 306-4408","Outdoor sports store","Archery range","Archery store","Hunting and fishing store","Hunting store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Southern%20Outfitters&query_place_id=ChIJkWHSWHydJoYR7qpBMeQMjsc","Outdoor sports store"
"Spring Creek Outfitters","4.3","39","1599 Limedale Rd","Batesville","Arkansas","US","https://scoarkansas.com/","(501) 230-5091","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spring%20Creek%20Outfitters&query_place_id=ChIJUxo0rRnR04cRmqsTjM_pC08","Hunting area"
"Addieville East Farm","4.9","121","200 Pheasant Dr","Mapleville","Rhode Island","US","http://www.addieville.com/","(401) 568-3185","Farm",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Addieville%20East%20Farm&query_place_id=ChIJQ-0FZRw_5IkRtNGIFOjEq_g","Farm"
"Snow Country Outfitters","4.9","35","1503 Hamil St","Pocahontas","Arkansas","US","https://snowcountryoutfitters.com/arkansas-waterfowl-hunts/?utm_source=organic&utm_medium=gmb-listing&utm_id=google","(507) 259-1188","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snow%20Country%20Outfitters&query_place_id=ChIJ2a1RJnDH1ocR6YcH3SIqIhA","Hunting area"
"Windy Hill Outfitters, LLC","5","28","2645 Co Rd 204","Jonesboro","Arkansas","US","https://windyhilloutfitters.com/?utm_source=organic&utm_medium=gmb-listing&utm_id=google","(870) 819-6506","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Windy%20Hill%20Outfitters%2C%20LLC&query_place_id=ChIJwZfYA0oj1IcRjlbDKA7TXmY","Hunting area"
"Ole South Outfitters","5","4","451 Sfc 219","Forrest City","Arkansas","US",,"(901) 233-6227","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ole%20South%20Outfitters&query_place_id=ChIJuT949rnt1IcRME1_d4lVB9M","Hunting club"
"Southern Speck Outfitters","4.7","12","1018 AR-44","Tichnor","Arkansas","US","https://southernspeckoutfitters.com/","(870) 946-6470","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Southern%20Speck%20Outfitters&query_place_id=ChIJz0wt-DtvK4YRHlNOvtKAXXU","Hunting club"
"West Fork Outfitters LLC","4.6","20","11515 US 49","McCrory","Arkansas","US",,"(870) 847-6040","Hunting area","Corporate office",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=West%20Fork%20Outfitters%20LLC&query_place_id=ChIJScPKgZGE1IcRB__dY4bqBCM","Hunting area"
"On The Deck Outfitters","4.7","24","586 Rich Rd","Brinkley","Arkansas","US","http://onthedeckoutfitters.com/","(903) 880-8948","Hunting club","Lodge",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=On%20The%20Deck%20Outfitters&query_place_id=ChIJv8QEPmyX1IcRIKz5-DfyN5s","Hunting club"
"2W Outfitters","3.4","40","47 D and J Rd","Stuttgart","Arkansas","US","http://2woutfitters.com/","(936) 661-3027","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=2W%20Outfitters&query_place_id=ChIJ4dhwbBU104cRHqZDvAVnfys","Hunting club"
"Liberty Hill Outfitters","4.9","16","2 Co Rd 470","Rector","Arkansas","US","https://www.libertyhilloutfitters.com/","(870) 239-1597","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Liberty%20Hill%20Outfitters&query_place_id=ChIJXROiqdNA1ocRXM3g3EBJsvs","Hunting preserve"
"First Creek Outfitters","4.7","3","10 CR 603","Wynne","Arkansas","US","https://arkansastimberhunts.com/","(870) 318-1952","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=First%20Creek%20Outfitters&query_place_id=ChIJzZkHur9f1IcRU9-3siS4Nqc","Hunting club"
"Arkansas Duck Masters Guide Services","5","21","264 Looney Ln","Proctor","Arkansas","US","http://www.arduckmasters.com/","(870) 270-8586","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arkansas%20Duck%20Masters%20Guide%20Services&query_place_id=ChIJreREZ0py1YcRk5yB3Ci-dKo","Hunting area"
"Primm Springs Wildlife Co.","4.6","18","1937 AR-13","Carlisle","Arkansas","US","https://arkduckhunts.com/","(931) 623-1121","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Primm%20Springs%20Wildlife%20Co.&query_place_id=ChIJwQOt-eYj04cR2NbXhotidao","Hunting club"
"Southern Prairie Outfitters","4.1","9","4015 Park Grove Rd","Brinkley","Arkansas","US","http://southernprairieoutfitters.com/","(931) 607-6638","Hunting area","Hunting club","Hunting store","Lodge",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Southern%20Prairie%20Outfitters&query_place_id=ChIJNxhLaaCn1IcRCvESGjbz490","Hunting area"
"Duxmen Arkansas Duck Hunting Lodge & Guides","4.6","75","240 Craighead 452 County Rd","Jonesboro","Arkansas","US","https://www.duxmenoutfitters.com/","(870) 897-3066","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Duxmen%20Arkansas%20Duck%20Hunting%20Lodge%20%26%20Guides&query_place_id=ChIJdUfFiqY81IcRpwobJw1WTw8","Hunting club"
"Sanctuary Ranch Hunting Resort","3.8","13","5685 Lafferty Road","Mt Pleasant","Arkansas","US","https://sanctuaryranchhuntingresort.com/","(406) 249-8807","Hunting area","Hunting preserve","Hunting club","Lodge",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sanctuary%20Ranch%20Hunting%20Resort&query_place_id=ChIJJcCdMQV_0YcR3_mBHER_D6Q","Hunting area"
"Flying S Outfitters","4.8","34",,,,,"https://flyingsoutfittersar.com/","(870) 830-3978","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Flying%20S%20Outfitters&query_place_id=ChIJ3Xt8GLJgIqwRzmG4YmT3CxU","Hunting club"
"Delta Heritage Lodge","4.7","33","815 Experiment Sta Lp","Watson","Arkansas","US","https://deltaheritagelodge.com/","(870) 344-0013","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Delta%20Heritage%20Lodge&query_place_id=ChIJo0M8DhaBLIYRFLYn4LfEfg0","Hunting club"
"Big Creek Ducks N Bucks","4.1","26","402 Lee Rd 153","Moro","Arkansas","US","http://www.bigcreekducksnbucks.com/","(870) 816-6023","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20Creek%20Ducks%20N%20Bucks&query_place_id=ChIJj4OZfJG71IcRReqkfjVK4zE","Hunting club"
"Walmart Supercenter","3.8","6647","420 Buckland Hills Dr","Manchester","Connecticut","US","https://www.walmart.com/store/1891-manchester-ct/?veh=seo_loc","(860) 644-5100","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJgRXygZNX5okRc63KKxa-ujo","Clothing store"
"Walmart Supercenter","3.9","1375","295 Plymouth St","Halifax","Massachusetts","US","https://www.walmart.com/store/2128-halifax-ma/?veh=seo_loc","(781) 294-9339","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ8SFn0ZaX5IkRo5OdzLin98k","Clothing store"
"Walmart Supercenter","4","3954","3 Commerce Dr","Hooksett","New Hampshire","US","https://www.walmart.com/store/1698-hooksett-nh/?veh=seo_loc","(603) 644-8144","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJS6pQU-JF4okR9l87zpoHDRE","Clothing store"
"Walmart Supercenter","4.2","2227","1031 Ten Rod Rd","North Kingstown","Rhode Island","US","https://www.walmart.com/store/2261-north-kingstown-ri?veh=seo_loc","(401) 294-0025","Department store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ3SOv-B205YkR3YUI2nn6Oiw","Department store"
"Walmart","4","4123","55 Brooksby Village Dr","Danvers","Massachusetts","US","https://www.walmart.com/store/2180-danvers-ma?veh=seo_loc","(978) 777-6977","Clothing store","Department store","Craft store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart&query_place_id=ChIJu4cHxDoS44kR46BDr7jJ7ZA","Clothing store"
"Walmart Supercenter","4","5196","550 Providence Hwy","Walpole","Massachusetts","US","https://www.walmart.com/store/2103-walpole-ma/?veh=seo_loc","(508) 668-4144","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ344KJrB95IkRAfs2iPDH05w","Clothing store"
"Walmart Supercenter","4.1","3844","11 Jungle Rd","Leominster","Massachusetts","US","https://www.walmart.com/store/2964-leominster-ma/?veh=seo_loc","(978) 466-1313","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ-c1xl7rv44kRs-ocuRC0rBs","Clothing store"
"Walmart Supercenter","4","2504","100 Valley Pkwy","Whitinsville","Massachusetts","US","https://www.walmart.com/store/2629-whitinsville-ma/?veh=seo_loc","(508) 234-9034","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJgWoT0Q8R5IkRPUqMQcU1UgY","Clothing store"
"Walmart Supercenter","4","2270","258 Post Rd","Westerly","Rhode Island","US","https://www.walmart.com/store/1964-westerly-ri/?veh=seo_loc","(401) 322-0790","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ_YV1myvm5YkRQ3kCmWfrfGU","Clothing store"
"Walmart Supercenter","3.9","5617","315 Foxon Blvd","New Haven","Connecticut","US","https://www.walmart.com/store/5439-new-haven-ct/?veh=seo_loc","(203) 467-7509","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJO-jOlUDX54kRBU-4MMN35TA","Clothing store"
"Walmart Supercenter","3.9","2156","2460 Lafayette Rd","Portsmouth","New Hampshire","US","https://www.walmart.com/store/2130-portsmouth-nh/?veh=seo_loc","(603) 433-6008","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJOZvSaUbA4okR7vRodFE0sMk","Clothing store"
"Walmart Supercenter","4","2127","7500 US-209","Napanoch","New York","US","https://www.walmart.com/store/4570-napanoch-ny/?veh=seo_loc","(845) 647-2671","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ8XfgMeXc3IkRsfo12yL6rG0","Clothing store"
"Walmart Supercenter","3.8","5649","470 NY-211","Middletown","New York","US","https://www.walmart.com/store/1959-middletown-ny/?veh=seo_loc","(845) 342-0222","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJeSGWfxMtw4kR5_OhScc1BMM","Clothing store"
"Walmart Supercenter","3.9","2236","677 Timpany Blvd","Gardner","Massachusetts","US","https://www.walmart.com/store/2155-gardner-ma/?veh=seo_loc","(978) 630-3244","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ1b6d6ftY4YkRzdIB2i4oCQw","Clothing store"
"Walmart Supercenter","4","3219","280 Washington St","Hudson","Massachusetts","US","https://www.walmart.com/store/1970-hudson-ma/?veh=seo_loc","(978) 568-3383","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ82fXXrCM44kRP1LFqxhJsDg","Clothing store"
"Walmart Supercenter","4.1","3411","700 Lafayette Rd","Seabrook","New Hampshire","US","https://www.walmart.com/store/1762-seabrook-nh/?veh=seo_loc","(603) 474-2037","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJa5hGJPnm4okRi8IkgV_un5Q","Clothing store"
"Stop & Shop","4","1701","301 Centre St","Jamaica Plain","Massachusetts","US","https://stores.stopandshop.com/ma/jamaica-plain/301-centre-street?y_source=1_NDE5NTU3Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","(617) 522-4300","Grocery store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stop%20%26%20Shop&query_place_id=ChIJSyPo9IF544kRPOkTuBQL6Zg","Grocery store"
"Walmart Supercenter","3.8","7029","591 Memorial Dr","Chicopee","Massachusetts","US","https://www.walmart.com/store/5278-chicopee-ma/?veh=seo_loc","(413) 593-3192","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJQ82P_q7d5okRXN7HLqrtQhE","Clothing store"
"Walmart Supercenter","4","1477","555 E Main St","Orange","Massachusetts","US","https://www.walmart.com/store/2329-orange-ma/?veh=seo_loc","(978) 544-5800","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ-xGroaxH4YkRrrUvoDS_suw","Clothing store"
"Walmart Supercenter","4","3362","742 Main St","North Oxford","Massachusetts","US","https://www.walmart.com/store/2012-north-oxford-ma/?veh=seo_loc","(508) 987-1444","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJSaBKxrgc5IkRpUC-BZVmaxQ","Clothing store"
"Walmart Supercenter","3.8","3405","601 Frank Sottile Blvd","Kingston","New York","US","https://www.walmart.com/store/2504-kingston-ny/?veh=seo_loc","(845) 336-4159","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJp1l8XqYP3YkRYU2ArifmC7o","Clothing store"
"Walmart Supercenter","4.1","4723","650 Centre of New England Blvd","Coventry","Rhode Island","US","https://www.walmart.com/store/2283-coventry-ri/?veh=seo_loc","(401) 823-7780","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJBR5k6ki15YkR7f4iXs1wapI","Clothing store"
"Walmart","3.7","2492","555 Hubbard Ave Ste 12","Pittsfield","Massachusetts","US","https://www.walmart.com/store/2228-pittsfield-ma?veh=seo_loc","(413) 442-1971","Clothing store","Department store","Craft store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart&query_place_id=ChIJ8XJxZx1M54kRumIRhlLsn4I","Clothing store"
"Walmart Supercenter","3.9","5981","725 Gold St","Manchester","New Hampshire","US","https://www.walmart.com/store/2399-manchester-nh/?veh=seo_loc","(603) 621-9666","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJo_LJBJBO4okRUiYXTxEcKOY","Clothing store"
"Walmart","4.2","6852","780 Lynnway","Lynn","Massachusetts","US","https://www.walmart.com/store/2139-lynn-ma?veh=seo_loc","(781) 592-4300","Clothing store","Department store","Craft store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart&query_place_id=ChIJ00r2Naht44kRnr7v703vtwk","Clothing store"
"Walmart Supercenter","4.1","4751","1100 New Haven Rd","Naugatuck","Connecticut","US","https://www.walmart.com/store/2284-naugatuck-ct/?veh=seo_loc","(203) 729-9100","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJt57obA7D54kRFU8GguiRscI","Clothing store"
"Walmart Supercenter","3.9","5157","638 Quequechan St","Fall River","Massachusetts","US","https://www.walmart.com/store/3560-fall-river-ma/?veh=seo_loc","(508) 730-2677","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJ3yRuQjD_5IkRBCOsyHJ3Mdo","Clothing store"
"Walmart Supercenter","4.1","7942","770 Broadway","Saugus","Massachusetts","US","https://www.walmart.com/store/3114-saugus-ma/?veh=seo_loc","(781) 816-5370","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Supermarket","Toy store","https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJbzBUE5Ny44kRwuszL4XI9hg","Clothing store"
"Walmart Supercenter","3.9","5735","1105 Boston Rd","Springfield","Massachusetts","US","https://www.walmart.com/store/1967-springfield-ma/?veh=seo_loc","(413) 782-6699","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJpZ5Ufa_C5okRUPbs9uiBA38","Clothing store"
"Walmart Supercenter","3.8","7525","25 Tobias Boland Way","Worcester","Massachusetts","US","https://www.walmart.com/store/4387-worcester-ma/?veh=seo_loc","(774) 314-3157","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJTwgzzcMF5IkR31nLf-fZAEI","Clothing store"
"Walmart Supercenter","4","2370","35 Fresh River Rd","Epping","New Hampshire","US","https://www.walmart.com/store/3535-epping-nh/?veh=seo_loc","(603) 679-5919","Clothing store","Bakery","Department store","Electronics store","Furniture store","Grocery store","Hardware store","Home goods store","Sporting goods store","Toy store",,"https://www.google.com/maps/search/?api=1&query=Walmart%20Supercenter&query_place_id=ChIJCYA6kGbx4okRV-Qg4x3YGTc","Clothing store"
"Jw Outfitters","4.6","9","6563 County Rd D","Almond","Wisconsin","US","http://www.jwoutfitter.com/","(715) 498-3696","Hunting area","Hunting preserve","Hunting club","Hunting store",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jw%20Outfitters&query_place_id=ChIJ6z4c7Ln8AIgRyVEZEcJT4uk","Hunting area"
"North Country Outfitters","4.9","12","38808 State Hwy 13","Highbridge","Wisconsin","US","http://www.ncobearhunts.com/","(715) 292-4638","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=North%20Country%20Outfitters&query_place_id=ChIJO6SsIslwqVIRkOVkSMp625c","Hunting area"
"Arrow Ridge Ranch","5","5","N3523 14th Ln","Wautoma","Wisconsin","US","http://arrowridgeranch.com/","(920) 647-6078","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arrow%20Ridge%20Ranch&query_place_id=ChIJaYm0W0UfAYgRrIgAV-abdgM","Hunting area"
"Bluff Country Outfitters Inc","4.6","16","W1313 Schmidt Rd","Alma","Wisconsin","US","https://bluffcountryoutfitters.com/","(608) 685-3755","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bluff%20Country%20Outfitters%20Inc&query_place_id=ChIJ6a7C0g6s-YcR24GeJUkky9k","Hunting area"
"Rutting Ridge Outfitter","4.5","30","1246 Riverview Dr","Alma","Wisconsin","US","https://www.ruttingridgeoutfitters.com/","(715) 495-0534","Hunting club","Fishing charter","Fishing club","Hunting preserve",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rutting%20Ridge%20Outfitter&query_place_id=ChIJ2zzhh4ms-YcR465jEvbFG4U","Hunting club"
"Long Lake Outfitters","5","1","7940 Najt Rd","South Range","Wisconsin","US","https://longlakeoutfitters.com/","(715) 815-0113","Hunting club","Hunting preserve",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Long%20Lake%20Outfitters&query_place_id=ChIJA_YZoDFhrlIRhGX0pOq0hDo","Hunting club"
"Hunters Point Hunt Club","4.9","19","W6709 County Rd F","Brownsville","Wisconsin","US","https://hunterspointwi.com/","(920) 583-3935","Hunting club","Sports club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hunters%20Point%20Hunt%20Club&query_place_id=ChIJA5Rp0yYNBIgRsXZP7yRF-sw","Hunting club"
"Big E Outfitters Inc.","4.7","13","650 130th St S","Wisconsin Rapids","Wisconsin","US","http://www.bigeoutdoors.com/","(920) 765-2510","Sports club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20E%20Outfitters%20Inc.&query_place_id=ChIJ4VbnVMP1AIgRIRqHc-hAPw8","Sports club"
"Turtle Creek Outfitters, LLC","5","7","655 5th Ave","Prairie Farm","Wisconsin","US","http://www.turtlecreekoutfitters.com/","(612) 520-1711","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Turtle%20Creek%20Outfitters%2C%20LLC&query_place_id=ChIJr8GvIV89rVIR3Rq4uF05NIQ","Hunting club"
